57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,0,0,77,0,91,0,59,0,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,72,0,0,77,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
57,0,72,0,77,0,91,0,59,0,75,0,71,0,58,0,50
