61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,0.0,66.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
61.0,59.0,57.0,61.0,59.0,57.0,61.0,59.0,0.0,57.0,0.0,57.0,61.0,0.0,64.0,64.0,0.0,66.0,64.0,62.0,66.0,64.0,62.0,66.0,64.0,62.0
