51,104,104,0,64,0,56,0,0,54,59
51,104,104,0,64,0,56,0,0,54,59
51,104,104,0,64,0,56,0,0,54,59
51,104,104,0,64,0,56,0,0,54,59
51,104,104,0,64,0,56,0,0,54,59
51,104,104,0,64,0,56,0,0,54,59
51,104,104,0,64,0,56,0,0,54,59
51,104,104,0,64,0,56,0,0,54,59
51,104,104,0,64,0,56,0,0,54,59
51,104,104,0,64,0,56,0,0,54,59
51,104,104,0,64,0,56,0,0,54,59
51,104,104,0,64,0,56,0,0,54,59
51,104,104,0,64,0,56,0,0,54,59
51,104,104,0,64,0,56,0,0,54,59
51,104,104,0,64,0,56,0,0,54,59
51,104,104,0,64,0,56,0,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,51,104,0,64,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,0,56,0,54,59,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,64,0,56,56,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,56,56,0,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
51,104,0,64,64,0,56,0,54,59
