62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,65.0,0.0,64.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0,62.0
